6.19401006602417	10.252198059969222	mando
7.867552462126051	10.944412534256193	banjo
9.114956931085828	12.093578430089975	guitar
10.990955706354516	13.37199080322485	mando
18.106077423103432	21.57927197095913	banjo
19.57466323273174	26.395100983775066	guitar
20.231481881448914	23.002565773509808	banjo
20.94227737072531	26.049775523839514	guitar
22.566916467021166	25.827938120031938	guitar
27.740480411861277	30.085583685034035	guitar
29.122369128408348	33.66976367506657	banjo
31.879458571366694	33.73107296563772	guitar
32.905140857554194	39.37175796333205	guitar
35.89999345334236	39.67798760090092	banjo
38.13910324905588	44.468398507566576	guitar
38.60041501043884	40.86166302844618	banjo
39.19768418125275	44.176488227463906	guitar
48.7273788402519	53.08775688397166	guitar
50.68075447735028	54.853544052460336	mando
51.1655736737734	53.15598445919625	banjo
58.53705434977808	62.996631237787156	mando
59.60929385386727	63.285765029551165	mando
60.22968484389159	64.8551109671608	mando
62.10811283102304	65.40688767216194	mando
62.79463851299351	66.36580842008394	guitar
63.77564393904535	67.52941993397125	mando
66.4794200147141	70.23075665269077	guitar
69.25754668263406	74.87097683197166	guitar
69.61769374616375	73.40069175620249	mando
73.71644569727103	77.40908880586082	mando
75.67035890771295	77.53970029816011	mando
76.40367505866332	78.26486898699174	banjo
76.58395492028957	79.06390901780244	banjo
80.85546426526624	87.68969764138092	guitar
84.7512287489633	88.28679513304424	guitar
87.96402201288394	90.32368676287803	mando
89.6218066413744	96.52458410078172	guitar
91.2294546521199	93.41499165714545	mando
95.77788901315975	100.02341890129489	guitar
96.3817161390032	99.34101768204069	guitar
96.51208094500667	98.3618932012373	mando
98.23467588360909	100.11595825588469	guitar
98.41293350213988	101.56018282560713	guitar
104.0608164048178	105.98110504944044	banjo
104.20953750559356	107.92334672082319	banjo
111.02521107391098	114.35610181345174	banjo
111.50558055997288	114.36646634033295	mando
115.87762587090491	121.01203410965185	guitar
118.16158507710053	121.15858768085633	guitar
123.58816491716988	125.11620069097417	mando
124.0334806325593	126.68781678324284	guitar
125.5807470522045	129.66435037130876	mando
125.79613112637544	128.97816984805308	guitar
131.1837375326325	132.49733874485244	mando
137.35465871428482	141.96978687016073	guitar
141.04280134191893	145.30982134437986	mando
146.1233564324547	147.87951762941404	mando
146.73357639661046	152.17586157576665	guitar
149.37945319972272	153.96639385208894	banjo
151.9591482656467	154.6768958589401	guitar
152.68051646770698	154.91648611776955	banjo
156.158496273104	160.23518475382812	mando
157.0827658899867	161.98815771883244	banjo
160.41143896855334	162.76780637650577	banjo
161.2839462605752	165.53403132454284	mando
163.43987333480314	167.36977201056067	guitar
164.262638965232	166.8488653529926	guitar
164.8955738459483	166.3753848457973	mando
166.7380980197712	169.10960984697223	mando
168.06221131955215	173.4442368897795	guitar
168.27393107139284	172.07222341711153	banjo
168.36154105135964	173.59956908820075	guitar
170.6596497047754	174.98986845865375	mando
174.51641862973446	179.74764498885503	guitar
